,sentence1,sentence2,genre,English_label,translation1,translation2,annotator 1 labels,annotator 2 labels
123,"He came to me for an Italian neck-tie styling workshop, along with a few other young actors, also handsome, but less famous.'",Most actors came to this place to learn to tie their ties.,fiction,neutral,"הוא בא אליי לסדנת עיצוב עניבות איטלקיות, יחד עם עוד כמה שחקנים צעירים, גם יפים, אבל פחות מפורסמים.'",רוב השחקנים הגיעו למקום הזה כדי ללמוד לקשור את העניבות שלהם.,Neutral,Neutral
124,"Very well, we must arrange a compromise.","Alright, then we must arrange a compromise.",fiction,entailment,"טוב מאוד, עלינו ליצור פשרה.","בסדר, אז אנחנו צריכים להסדיר פשרה.",Entailment,Entailment
125,Ca'daan saw the man's shadow in the red moonlight surveying the other sleeping members of the camp.,The man looked at the people sleeping.,fiction,entailment,קאדאן ראה את צלו של האיש באור הירח האדום סוקר את שאר החברים הישנים במחנה.,האיש הסתכל על האנשים הישנים.,Entailment,Entailment
126,In the morning he would be at this again.,In the morning he will be gone.,fiction,contradiction,בבוקר הוא יחזור לזה שוב.,בבוקר הוא ילך.,Contradiction,Neutral
127,What to do with the real thing worried me no end.,I was worried about whether or not the thing would bite me.,fiction,neutral,השאלה מה לעשות עם הדבר האמיתי הדאיגה אותי מאוד.,דאגתי אם הדבר ינשך אותי או לא.,Neutral,Neutral
128,Seems quite like a fairy tale. But Sir James was far too wary to be drawn.,It seemed like a fun story.,fiction,entailment,נשמע ממש כמו אגדה. אבל סר ג'יימס היה זהיר מדי מכדי להיסחף.,זה נשמע כמו סיפור מהנה.,Entailment,Entailment
129,"""Excuse me, mademoiselle, one minute.""","Excuse me, lady, I need to get by you.",fiction,neutral,"""סליחה, מדמואזל, רגע אחד.""","סליחה, גברת, אני צריך לעקוף אותך.",Neutral,Neutral
130,These guys have got busy pretty quickly.,These guys have suddenly a lot of work to do.,fiction,entailment,הבחורים האלה נהיו עסוקים די מהר.,לבחורים האלה יש פתאום הרבה עבודה לעשות.,Entailment,Entailment
131,He groped up and stared around the block.,He looked around to see if anyone had survived.,fiction,neutral,הוא גישש מעלה והביט סביב הבלוק.,הוא הביט סביבו כדי לראות אם מישהו שרד.,Neutral,Neutral
132,At the top was the ragged curtain hiding the recess where Tommy had hidden that day.,Tommy had hidden there all day.,fiction,neutral,למעלה היה הווילון הקרוע שהסתיר את הגומחה שבה טומי הסתתר באותו היום.,טומי הסתתר שם כל היום.,Neutral,Neutral
133,Jon worried for his friend until he saw San'doro's right dagger cutting deep open gashes in the man's torso.,Jon saw Son'doro's knife had stabbed the man.,fiction,entailment,ג'ון דאג לחברו עד שראה את הפגיון הימני של סנדורו חותך פצעים עמוקים ופתוחים בגופו של האיש.,ג'ון ראה שהסכין של סנדורו דקרה את האיש.,Entailment,Entailment
134,"As though he read my thoughts, he nodded gently. ",He nodded like he read my thoughts about the court case.,fiction,neutral,"כאילו קרא את מחשבותיי, הוא הנהן בעדינות.",הוא הנהן כאילו קרא את מחשבותיי על תיק בית המשפט.,Neutral,Neutral
135,Fena Dim had kept its protectors.,They were worried that they would be abandoned.,fiction,neutral,פנה דים שמרה על מגיניה.,הם היו מודאגים שיוותרו עליהם.,Neutral,Neutral
136,I thought you were aware of that.,I didn't think anyone knew about it.,fiction,contradiction,חשבתי שאתה מודע לזה.,לא חשבתי שמישהו יודע על זה.,Contradiction,Contradiction
137,He had passed the first test.,He got a 80% on the first test.,fiction,neutral,הוא עבר את המבחן הראשון.,הוא קיבל 80% במבחן הראשון.,Entailment,Neutral
138,I already sent Greyfeather back to tell the Old Man th' kid's hurt an' up here.,"I could not find Greyfeather, so I sent the Old Man an email.",fiction,contradiction,כבר שלחתי את גרייפיתר בחזרה לספר לזקן שהילד נפצע ועכשיו הוא כאן.,"לא הצלחתי למצוא את גרייפיתר, אז שלחתי לזקן מייל.",Contradiction,Contradiction
139,A free ebook from http://manybooks.net/,The book is a paperback.,fiction,contradiction,ספר אלקטרוני חינם מ- http://manybooks.net/,הספר הוא בכריכה רכה.,Contradiction,Contradiction
140,Absolutely.,Definitely.,fiction,entailment,בהחלט.,לגמרי.,Entailment,Entailment
141,"If my conclusions are right, that girl at Manchester was just a plant.",I have concluded that the girl at Manchester was not at all a plant.,fiction,contradiction,"אם המסקנות שלי נכונות, הילדה ההיא במנצ'סטר הייתה רק שתולה.",הגעתי למסקנה שהילדה במנצ'סטר לא הייתה בכלל שתולה.,Contradiction,Contradiction
142,"Obviously, the picture on the ID card wouldn't match my face anymore, but it'd be enough to get me past the electronic security.",My face had changed.,fiction,entailment,"ברור שהתמונה בתעודת הזהות לא תתאים יותר לפנים שלי, אבל זה יספיק כדי לעבור את האבטחה האלקטרונית.",הפנים שלי השתנו.,Entailment,Entailment
143,Jon wondered if the northern boy would be the first to fall.,Jon knew the boy wouldn't fall down.,fiction,contradiction,ג'ון תהה אם הנער הצפוני יהיה הראשון ליפול.,ג'ון ידע שהילד לא ייפול.,Contradiction,Contradiction
144,"Excuse me, mon ami, you dressed in haste, and your tie is on one side. ","Excuse me, your tie isn't on correctly.",fiction,entailment,"סליחה, חבר, התלבשת בחיפזון, והעניבה שלך עקומה. ","סליחה, העניבה שלך לא יושבת כמו שצריך. ",Entailment,Entailment
145,"I dropped my hat from the balcony, explained Poirot simply. ",Poirot explained that he dropped his hat from the balcony.,fiction,entailment,"""הפלתי את הכובע שלי מהמרפסת,"" הסביר פוארו בפשטות. ",פוארו הסביר שהוא הפיל את הכובע שלו מהמרפסת.,Entailment,Entailment
146,"The second was of the working classes, and his face was vaguely familiar to the young man.",His face looked similar to the young man.,fiction,entailment,"השני היה ממעמד הפועלים, ופניו נראו לצעיר מוכרים במעורפל.",פניו נראו דומים לאלה של הצעיר.,Neutral,Neutral
147,"A man looked in at the window, just as they started.",A man saw them through the window immediately,fiction,entailment,"גבר הציץ מהחלון, בדיוק כשהם התחילו.",אדם ראה אותם דרך החלון מיד,Entailment,Entailment
148,"The move was smooth, relaxed, and very impressive.",The move was awkward and ill planned.,fiction,contradiction,"התנועה הייתה חלקה, רגועה ומרשימה מאוד.",המהלך היה מגושם ולא מתוכנן.,Contradiction,Contradiction
149,Obviously somebody must have crept up behind him as he listened and struck him down with a blow on the head.,He was not expecting anything,fiction,neutral,"ברור שמישהו חייב היה להתגנב מאחוריו בזמן שהאזין, ולהפיל אותו עם מכה בראש.",הוא לא ציפה לשום דבר.,Neutral,Entailment
150,"But, even as he did so, he felt himself seized from behind in a grip of iron.",The strong grip came from directly in front of him.,fiction,contradiction,"אבל, גם בזמן שעשה זאת, הוא הרגיש את עצמו נתפס מאחור באחיזת ברזל.",מי שאחז אותו בחוזקה היה מלפניו.,Contradiction,Contradiction
151,A message.',A note.,fiction,entailment,הודעה.,פתק.,Neutral,Neutral
152,"I admire you immensely, Miss Tuppence, more than any girl I've ever met.",I think you have some real problems Miss Tuppence.,fiction,contradiction,"אני מעריץ אותך מאוד, מיס טאפנס, יותר מכל בחורה שפגשתי אי פעם. ","אני חושב שיש לך בעיות אמיתיות, מיס טאפנס.",Contradiction,Neutral
153," I opened my eyes, gasping.",I had a horrible dream.,fiction,neutral,"פקחתי את עיניי, נאנק.",היה לי חלום נוראי.,Neutral,Neutral
154,I don't expect you to listen but I wanted to tell you anyway.,"I don't expect you to pay attention, but I wish to tell you regardless.",fiction,entailment,אני לא מצפה שתקשיב אבל בכל זאת רציתי לספר לך.,"אני לא מצפה ממך לשים לב, אבל אני רוצה לספר לך בכל זאת.",Entailment,Entailment
155,I'm afraid not.,I'm sure it is.,fiction,contradiction,אני חושש שלא.,אני בטוח שכן.,Contradiction,Contradiction
156,"He was carefully engaged in brushing his coat before putting it on, and seemed wholly engrossed in the task. ","He was very focused on the task of brushing his coat, befroe he put it on.",fiction,entailment,"הוא היה עסוק בקפידה בצחצוח מעילו לפני שלבש אותו, ונראה שקוע לחלוטין במשימה. ","הוא היה מרוכז מאוד במשימת צחצוח המעיל שלו, לפני שהוא לבש אותו. ",Entailment,Entailment
157,It began to sear the skin long before the sun struck the normal atmosphere.,It began to burn the skin before hitting the atmosphere.,fiction,entailment,זה החל לשרוף את העור הרבה לפני שקרני השמש פגעו באטמוספירה הרגילה.,הוא החל לשרוף את העור לפני שפגע באטמוספירה.,Neutral,Neutral
158,He caught her hand and grabbed Bork's arm.,He deftly caught her hand in his at the same time he clenched Bork's bicep.,fiction,neutral,הוא תפס את ידה וחטף את זרועו של בורק.,הוא תפס את ידה בידו בזריזות באותו הזמן שאחז בשריר הזרוע של בורק.,Entailment,Neutral
