,original_annotator_labels,genre,original_label,pairID,promptID,sentence1,translation1,sentence2,translation2,hebrew_label
117,['contradiction'],fiction,contradiction,34313c,34313,I already sent Greyfeather back to tell the Old Man th' kid's hurt an' up here.,כבר שלחתי את גרייפיתר בחזרה לספר לזקן שהילד נפצע ועכשיו הוא כאן.,"I could not find Greyfeather, so I sent the Old Man an email.","לא הצלחתי למצוא את גרייפיתר, אז שלחתי לזקן מייל.",contradiction
118,['contradiction'],fiction,contradiction,105249c,105249,A free ebook from http://manybooks.net/,ספר אלקטרוני חינם מ- http://manybooks.net/,The book is a paperback.,הספר הוא בכריכה רכה.,contradiction
119,['entailment'],fiction,entailment,136406e,136406,Absolutely.,בהחלט.,Definitely.,לגמרי.,entailment
120,['contradiction'],fiction,contradiction,106058c,106058,"If my conclusions are right, that girl at Manchester was just a plant.","אם המסקנות שלי נכונות, הילדה ההיא במנצ'סטר הייתה רק שתולה.",I have concluded that the girl at Manchester was not at all a plant.,הגעתי למסקנה שהילדה במנצ'סטר לא הייתה בכלל שתולה.,contradiction
121,['entailment'],fiction,entailment,134023e,134023,"Obviously, the picture on the ID card wouldn't match my face anymore, but it'd be enough to get me past the electronic security.","ברור שהתמונה בתעודת הזהות לא תתאים יותר לפנים שלי, אבל זה יספיק כדי לעבור את האבטחה האלקטרונית.",My face had changed.,הפנים שלי השתנו.,entailment
122,['contradiction'],fiction,contradiction,95460c,95460,Jon wondered if the northern boy would be the first to fall.,ג'ון תהה אם הנער הצפוני יהיה הראשון ליפול.,Jon knew the boy wouldn't fall down.,ג'ון ידע שהילד לא ייפול.,contradiction
123,['entailment'],fiction,entailment,23701e,23701,"Excuse me, mon ami, you dressed in haste, and your tie is on one side.","סליחה, חבר, התלבשת בחיפזון, והעניבה שלך עקומה. ","Excuse me, your tie isn't on correctly.","סליחה, העניבה שלך לא יושבת כמו שצריך. ",entailment
124,['entailment'],fiction,entailment,12880e,12880,"I dropped my hat from the balcony, explained Poirot simply.","""הפלתי את הכובע שלי מהמרפסת,"" הסביר פוארו בפשטות. ",Poirot explained that he dropped his hat from the balcony.,פוארו הסביר שהוא הפיל את הכובע שלו מהמרפסת.,entailment
125,['entailment'],fiction,entailment,25773e,25773,"The second was of the working classes, and his face was vaguely familiar to the young man.","השני היה ממעמד הפועלים, ופניו נראו לצעיר מוכרים במעורפל.",His face looked similar to the young man.,פניו נראו דומים לאלה של הצעיר.,neutral
126,['entailment'],fiction,entailment,130247e,130247,"A man looked in at the window, just as they started.","גבר הציץ מהחלון, בדיוק כשהם התחילו.",A man saw them through the window immediately,אדם ראה אותם דרך החלון מיד,entailment
127,['contradiction'],fiction,contradiction,135075c,135075,"The move was smooth, relaxed, and very impressive.","התנועה הייתה חלקה, רגועה ומרשימה מאוד.",The move was awkward and ill planned.,המהלך היה מגושם ולא מתוכנן.,contradiction
128,['contradiction'],fiction,contradiction,119393c,119393,"But, even as he did so, he felt himself seized from behind in a grip of iron.","אבל, גם בזמן שעשה זאת, הוא הרגיש את עצמו נתפס מאחור באחיזת ברזל.",The strong grip came from directly in front of him.,מי שאחז אותו בחוזקה היה מלפניו.,contradiction
129,['entailment'],fiction,entailment,64604e,64604,A message.',הודעה.,A note.,פתק.,neutral
130,['neutral'],fiction,neutral,129139n,129139,"I opened my eyes, gasping.","פקחתי את עיניי, נאנק.",I had a horrible dream.,היה לי חלום נוראי.,neutral
131,['entailment'],fiction,entailment,119303e,119303,I don't expect you to listen but I wanted to tell you anyway.,אני לא מצפה שתקשיב אבל בכל זאת רציתי לספר לך.,"I don't expect you to pay attention, but I wish to tell you regardless.","אני לא מצפה ממך לשים לב, אבל אני רוצה לספר לך בכל זאת.",entailment
132,['contradiction'],fiction,contradiction,93045c,93045,I'm afraid not.,אני חושש שלא.,I'm sure it is.,אני בטוח שכן.,contradiction
133,['entailment'],fiction,entailment,92389e,92389,"He was carefully engaged in brushing his coat before putting it on, and seemed wholly engrossed in the task.","הוא היה עסוק בקפידה בצחצוח מעילו לפני שלבש אותו, ונראה שקוע לחלוטין במשימה. ","He was very focused on the task of brushing his coat, befroe he put it on.","הוא היה מרוכז מאוד במשימת צחצוח המעיל שלו, לפני שהוא לבש אותו. ",entailment
134,['entailment'],fiction,entailment,124938e,124938,It began to sear the skin long before the sun struck the normal atmosphere.,זה החל לשרוף את העור הרבה לפני שקרני השמש פגעו באטמוספירה הרגילה.,It began to burn the skin before hitting the atmosphere.,הוא החל לשרוף את העור לפני שפגע באטמוספירה.,neutral
135,['contradiction'],fiction,contradiction,131551c,131551,An idea struck me.,רעיון הכה בי.,My mind went blank.,ראשי התרוקן ממחשבות.,contradiction
136,['neutral'],fiction,neutral,14822n,14822,But Red had not used up his grievances.,אבל רד לא מיצה את תלונותיו.,Red had more complaints to unleash on everyone.,לרד היו עוד תלונות להשמיע על כולם.,entailment
137,['contradiction'],fiction,contradiction,8841c,8841,"Onstage, another band had started playing.","על הבמה, להקה אחרת התחילה לנגן.",There was no band playing on stage after the other band was forced off of the stage.,לא הייתה להקה שניגנה על הבמה לאחר שהכריחו את הלהקה האחרת לרדת מהבמה.,contradiction
138,['entailment'],fiction,entailment,60487e,60487,"Poirot alone seemed perfectly at his ease, and dusted a forgotten corner of the bookcase.","רק פוארו נראה רגוע לחלוטין, וניגב פינה נשכחת של ארון הספרים.","Poirot seems calm and relaxed, and dusted the furniture.","פוארו נראה רגוע ונינוח, וניגב את הרהיטים.",entailment
139,['neutral'],fiction,neutral,99462n,99462,"No. He came down to see one of my nurses, Nurse Edith, who is a niece of his.'","לא. הוא ירד לבקר אחת מהאחיות שלי, האחות אדית, שהיא אחיינית שלו.'  ","Nurse Edith is his favorite niece, and he visits her often.","האחות אדית היא האחיינית האהובה עליו, והוא מבקר אותה לעתים קרובות.",neutral
140,['entailment'],fiction,entailment,43555e,43555,"I only say that it would explain many things such as why Kitchell has not been caught.""","אני רק אומר שזה היה מסביר הרבה דברים כמו למה קיצ'ל לא נתפס."" ",It would explain why he hasn't been captured yet.,זה היה מסביר מדוע הוא עדיין לא נתפס.,entailment
141,['contradiction'],fiction,contradiction,80145c,80145,"As we passed through one of the gates on our way home again, a pretty young woman of gipsy type coming in the opposite direction bowed and smiled.","כשעברנו שוב דרך אחד השערים בדרכנו הביתה, אישה צעירה ויפה שהגיעה מכיוון ההפוך, ונראתה כמו צוענייה, קדה וחייכה.",The young woman frowned at me,הצעירה הזעיפה פנים לעברי.,contradiction
142,['contradiction'],fiction,contradiction,144791c,144791,There WAS a French young lady staying in the house.,דווקא כן הייתה נערה צרפתייה שגרה בבית.,The old woman from Russia was outside the house on the porch.,האישה הזקנה מרוסיה הייתה מחוץ לבית במרפסת.,neutral
143,['contradiction'],fiction,contradiction,102651c,102651,"By then it was no mystery, of course.","זו כבר לא הייתה תעלומה, כמובן.","Even after all that time, it was still unknown, shrouded in mystery.","אפילו אחרי כל הזמן הזה זה עדיין לא היה ידוע, אפוף מסתורין.",contradiction
144,['contradiction'],fiction,contradiction,54739c,54739,"When it came to glass blowing, Hanson had to admit they were experts; it should have come as no surprise, after the elaborate alchemical apparatus he'd seen.","בכל הקשור לניפוח זכוכית, האנסון היה מוכרח להודות שהם מומחים; זה לא היה אמור להפתיע אותו, עם כל המכשור האלכימי המורכב שהוא ראה.",Hanson noticed that their glass blowing was of poor standards.,הנסון הבחין שעבודת ניפוח הזכוכית שלהם הייתה ברמה ירודה.,contradiction
145,['contradiction'],fiction,contradiction,15584c,15584,Yes ”more or less.,"כן, פחות או יותר.","No, there was a very significant difference.","לא, היה הבדל משמעותי מאוד.",contradiction
146,['contradiction'],fiction,contradiction,94215c,94215,You do not understand all this but you can go out to-day.,אתה לא מבין את כל זה אבל אתה יכול לצאת היום.,"You have a very clear understanding of the situation, but you must stay inside today.","יש לך הבנה מאוד ברורה של המצב, אבל אתה חייב להישאר בפנים היום. ",contradiction
